name,tweet
 Wifey means The pussy good right now but you gotta go in 2 months.&#8221;basically,&#8220;@noLove_moreLOUD
" Bro my birds stay having sex , it's on a daily now.&#8221;he said ""look ma no hands"" http",&#8220;@no_way_hoesaaay
 Tag a friend that sucks at flappy bird&#8221; @me,&#8220;@notflappybird
 If you used the ObamaCare website you should definitely change your password http,&#8220;@nypost
 Who clothes in the dryer? I'm tryna dry my clothes&#8221;throw them hoes out,&#8220;@odlew11
 &#8220;@b10oreo,&#8220;@peytonreeces_
 Bitch said I lie too much bitch you ain't worth telling the truth too&#8221;&#8252;&#65039;&#8252;&#65039;&#8252;&#65039;,&#8220;@popitfor_tyrick
 Ready for another tat doeeee . &#128527;&#8221;by me right hoe!,&#8220;@pot_headed
 Group chat bitches we call yall undercover Feds &#128110;&#128110;&#128110; watching everybody&#8221;,&#8220;@prettycha305
 @WhereYoHussleAt smh they gotta grow up &#128514; at least you know these bitches want to be you &#128524;&#8221; I swear &#9994;,&#8220;@prissyneeer
" When your ex hits you with that ""I miss you"" bullshit ...lol bitch die&#8221; &#128128;",&#8220;@prvnceflvcko
" That hoe gone jam watch&#8221; if you ain't throwing ass bitch ""fuck out the party &#9996;&#65039;""",&#8220;@pskinny31
 @Im_Yung_Jay yo mama was confused when she had u&#8221; lol .. These hoes ain't got no manners,&#8220;@purrdylaylayXXX
" Same hoes is still at it, I should've known&#8221;",&#8220;@retrolivin_cam
 Fuck I look like ho? I look like yes and ya look like no&#8221; http,&#8220;@rihanna
 We raided Nicki's wig closet for the summer! Bad gals just wanna have fun! http,&#8220;@rihanna
 don't fall in love with a bitch&#8221; #bestadvice,&#8220;@riyastunna
" yall niggas think i just hang around your crib doing nothing, bitch i be getting bread too http",&#8220;@roach_nigga
 The Kimberley story is by far the scariest story I've ever heard! &#128513;&#8221; pussy,&#8220;@robbyohn
" If fleek in yo vocabulary you a faggot""&#8221;","&#8220;@rocafella123 ""@waymoflydenu"
 Fake bitches I don't want your hugs&#8221;,&#8220;@royalriahh
 Shine on them hoes http,&#8220;@sabdaddyy
 @uce_INA I really hate Poly bitches.&#8221; You and me both man,&#8220;@saidtina
 I got 1 felony!!!&#8221; I got bitches,&#8220;@salsteelo
" ""I am not a bitch, I am the bitch. So that is Ms. Bitch to you!"" &#128540;&#8221;",&#8220;@sammyk1429
 100% of the female population needs to stop being such a bitch&#8221;,&#8220;@sarahecarroll
 &#8220;@what_evaittakes,&#8220;@sc_waters
" ""This was hung in the boys bathroom..."" - St. Dominic http",&#8220;@schoolfession
 If you don't have your read receipts on you a bitch&#8221; the bitchyest bitch ever,&#8220;@scoop82294
 &#8220;@1waynostra,&#8220;@skimaskjojo
 @PAPER_CHAYSIN aye and when the hoes start coming don't forget who put you on &#128524;&#8221; I won't !!! &#128513;&#128513;&#128513;,&#8220;@skinnysowhat
 @PAPER_CHAYSIN you won't have to herd for hoes no more lol&#8221; lmao I hope not this shit SCHRESSFUL,&#8220;@skinnysowhat
" Is ""hoe by association"" a real thing?&#8221; Yes.",&#8220;@skykardashian
" Y'all be like.. "" I want a love like Rashad &amp; New New""... Shit y'all already got one. Lying about who you are ass hoes lmao&#8221; &#128514;&#128514;",&#8220;@slllick_
 I cant talk right now i got pussy on my tongue&#8221;,&#8220;@sneakerhead226
 @uce_INA we single cuz only hoes are left.. All the good ones taken lmao&#8221;&lt;-ANY FEMALE ON THE TL THATS SINGLE..You a sno-bop&#128514;,&#8220;@snoleezey801
 I'm only back cause I don't wanna see the boys lose to trash #vote5sos&#8221;,&#8220;@sorryimalex
 in a relationship with the idea of you&#8221; - girls with trash love lives,&#8220;@sosadtoday
 @kmichelle my ananconda don't want none unless u clean those shitty buns Hun &#128169;&#128553;&#8221;,&#8220;@souljaboy
 @kmichelle shitty pussy &#128169;&#8221;&#9996;&#65039;,&#8220;@souljaboy
 @kmichelle ur pussy smell like dumpster juice &#128169;&#8221; wow &#128529;,&#8220;@souljaboy
 @kmichelle you mean the niggaz i shot? Ill give you 100k if u let any nigga smell your pussy and it don't smell like shit.&#8221; &#128553;,&#8220;@souljaboy
 K Michelle pussy smell like shit&#8221; &#128064;&#128514;&#128514;&#128514;,&#8220;@souljaboy
 @VertrellCarter #faggot&#8221; #Respect,&#8220;@spannerhead29
 The fruit of the modern Yankees farm system. http,&#8220;@sportspickle
 fat chance you'll ever catch me drinking a beer&#8221; same bitches,&#8220;@staciaburbidge
 @Vomitdatruth I'm outside your house #comeout&#8221; this bitch,&#8220;@surfboard101
 @Vomitdatruth lmfaooooo!!!!! U bitch&#8221; I'm using that shit from now on.,&#8220;@surfboard101
 @100046729 wtf bitch!&#8221;dasss why I ain't come to practice,&#8220;@swaqmagician
" Never worried about the next bitch. Always worryin about the next meal. I'm tryna fuckin eat, fuck what you talkin bout&#8221; &#128525;&#128175;&#128175;",&#8220;@tabatha__b
 @uce_INA @snoleezey801 DAMN I ALWAYS BE TWEETING YOU HALFASSED TWEETS &#128514;&#128514;&#128514; I meant to say hoes&#8221; still dont make sense..&#128529;&#128533;&#128514;,&#8220;@talofabreeze
 My aunt said I'm handsome fuck you hoes&#8221;broke,&#8220;@tay_torrez &amp; wealthy? RT @DrTruth247
 I tend to have more sense that bitches older than me. That's sad.&#8221;,&#8220;@taylorsimonee_
 Do this hoe wanna fight @SierraSamone_&#8221; right,&#8220;@teecakessss
" What hoes do I have tbh on the highest of keys&#8221;

same",&#8220;@thachosenkid321
 why why why why why? https,&#8220;@thatloserbrooke
 @Blaxxxican for the light weights&#8221; *pussies,&#8220;@thatsoVICTORZZZ
 If you got netflix watch fresh that hoe live&#8221; from now on my name is Chuck E I'm not chuckie no more &#128514;&#128514;&#128514;,&#8220;@theHIGHESTpeak_
 Essence Fest anyone?&#8221; I'll be there on the main stage 2 stepping with Uncle Charlie,&#8220;@theellemac
" o u unfollowed me so i can't dm u, so i'll say it here, you're a rude cunt lmao&#8221; you can dm me",&#8220;@thejanicexxx
" I talk to any girl who paid over 300$ for her sew in, show me u Atleast got some type of boss bitch in you lol&#8221; wth &#128557;&#128557;&#128557;",&#8220;@thekiddfranky
 Cute text,&#8220;@thepizzafacts
 No one wants to see curvy women - Karl Lagerfeld&#8221; he retarded,&#8220;@therealiman
 Colts nation...put yall money up&#8221;bitch chuassup we was just down 24,&#8220;@thomasemmanuelm
 @JoeDeLaWolfPack &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; this is me so badly hahahah omg&#8221; yall some pussies,&#8220;@thrillamickilla
 Lol rt. @Cameron5833,&#8220;@trapwavey
 Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now,&#8220;@trayn1gga
 Trap keep me fly that's why I love him &#10084; http,&#8220;@tricethatruth_
 all these bitches getting mommy money&#8221; niggas too.,&#8220;@trillasfvck
" That &#8220;6 God&#8221; by Drake is so trash, dawg.&#8221; Thank you ass water !!!&#128686;&#128686;&#128686;&#128686;",&#8220;@true_east_
" If you already out of school, fuck you I hate you and I hope you trip on the stage at graduation hoe&#8221;",&#8220;@truuuchains
 i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?&#8221;fag,&#8220;@ttevy_8
 show a lotta love to my sisters tho but these bitches so predictable.&#8221; Im in trouble,&#8220;@tufflove1
 Niggas swear they love a honest bitch tho http,&#8220;@uGOTTAeatTHEass
 &#8220;@SMCo71,&#8220;@urHIGHnesss_
 &#8220;@what_evaittakes,&#8220;@verkannt__
" He told the bitch ""stop texting my phone my shawty crazy"" &#128524;&#128520;&#8221;glad he know &#128553;&#128553;&#128514;&#128514;",&#8220;@verkannt__
 Did that bitch from Frozen ever let it go?&#8221; &#128514;&#128514;,&#8220;@verseunanswered
 So that history test made me its bitch &#128514;&#128542;&#8221; haha,&#8220;@victoriag3618
 I just punched @victoriaaokk in the nose on accident because she just shocked the crap out of me &#128514;&#128514;&#128514;&#128514;&#8221; bitch that hurt!! &#128557;,&#8220;@vivaalakatyy
 Car hopping is a different world these ghetto guys tried asking for my number LOL&#8221; did they have to be ghetto Tho ?,&#8220;@wassssupsarah
 Dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya&#8221; its happend,&#8220;@whiteboytatted
" On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.&#8221; @LayaFace",&#8220;@wizkhalifa
 B Oreo a stunt&#8221;come thru &#128293;&#128293;&#128293;,&#8220;@wwwobert_
 not one single bone in my body gives a fuck about what the next bitch thinks. &#128581;&#128564;&#8221;,&#8220;@xo_omiexo
" ""@savageater",&#8220;@xoxo_hayleyy
 Dumb ass bitches&#8221; @ me next time&#128075;,&#8220;@xoxo_laurenmane
 How do people even get crushes on me. Im like a total bitch.&#8221; &#128129;,&#8220;@yahhtriick
 @Helenbabeey_ look at my benz bitch I've been the shit http,&#8220;@yeyo478
" cool story bitch, now pass the blunt&#8221; @EvanBecker513 bitch",&#8220;@yohidef
" This girl stress me out , ion even have no hoes http",&#8220;@youngmintono
 I feel sorry for anyone who paid for LIC because edc is trash music&#8221;,&#8220;@yungtfti
 Queen Latifah the only dyke id contemplate fucking.. Rns&#8221;wait...,&#8220;@zekedafreekk
 @whattheflocka lol love you ;)&#8221; little bitch,&#8220;@zooyorkinit
 When u want a cig but ur lovey gf won't go get them #potato ;) @whattheflocka&#8221; guilt trip city lil bitch,&#8220;@zooyorkinit
 Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$&#8221;,&#8220;@zt0mm
//t.co/ZVJROXgNDQ&#8221; #MommyMonday humor via @JenerationPR &amp; @theskimm,"&#8220;There is a time &amp; a place 4 decaf coffee. Never &amp; in the trash."" http"
//t.co/6ZUxaQeaVL,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http
//t.co/ENSNf9RGPH,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http
//t.co/saWpjDtIGN,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http
//t.co/thXm7Hjo07,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http
//t.co/yRfdaIooYZ,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http
//t.co/1xTCOome3v,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/8KUzaPFCMF,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/Br7el4ZXrw,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/McOZNHt7N2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/Nkvy9nwyzj,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/TQS3wPA6O7,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/ZsAAzFL0p5,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/dyYvrEJAm3,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/gPbi04YoBq,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/iuCRWOfDts,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/mLFuCqIIFA,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/pxwlZkWaCs,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/sPVogfyXZT,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/u3PzeV9E9q,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http
//t.co/2POFGc7ohC,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http
//t.co/FhGqF0RWBE,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http
//t.co/K2iBFLgs4Z,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http
//t.co/O8JoZOKFEI,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http
//t.co/zibllnm1ZS,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http
//t.co/4Hhxk9MKHe,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http
//t.co/dMXPLroaJ2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http
//t.co/ydZYr4dVS4,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http
//t.co/k3l15zoBGz,&#9996;&#65039; out bitch I'm winning &#128526; http
" #ItsFallBecause negros are pulling out their Timbs""",&amp; thots are wearing Uggs RT @BigBootyJudy814
//t.co/yJPSMAS4k2,&amp;&amp; some of you hoes too... http
//t.co/VV4DUMMe4A,&amp;when they say him they mean dyke Ron #wcw http
//t.co/9ZDsKU0lbo,&gt;Mfw some rachet ass hoe drops some scripture or religious stuff on social media http
//t.co/62URiSgiQ1,"' Annnie say fuck that niggah , he soo weak ! &#1041204; He can't tell that you a freak &#1041196; That you ain't lookin for love .... http"
//t.co/av9YPjtwxn,' Bitch caught a body about a week ago ! Fuck with us and we get to tweekin hoe ! Run up on that niggah get to... http
//t.co/hj8GAfFZaM,' Cause these hoes ain't loyal ! And niggahs ain't either ! When it go down you callin for hittas that you ain't... http
//t.co/wmrUwTwuJE,"' Cause these hoes ain't loyal ! These niggas ain't either &#1041233; , when it go down you callin for hitters that you... http"
//t.co/WcD3V5sej2,"' Club solo 1 deep , fuck a valet cause I parked on the street , lordddd knows &#1041243; You can't trust these hoes ,... http"
//t.co/wAqAmR4BGU,' Elza M. Jones Was whipppppppen and drifting last night lol we was tu this ma niggah http
//t.co/IIHcPFiyQu,"' From Freshman Year to Senior year , this really my niggah started being brothers 4 years ago TODAY . It's crazy... http"
//t.co/FAkEs1z2Wl,"' Get some head off Twitter now niggahs that's bracken &#1041204;&#1041204; ima baby momma killa , yo bitch she can get it &#1043359; You... http"
//t.co/YatU7pbsHX,' Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; lol . Niggahs is really 21 in this bitch &#1043358;&#1041219; . http
//t.co/Oy4x1yXHZe,' Happy birthday to my main niggah right here &#1041240;&#1043358;&#1043359;&#1043323;&#1041681;&#1041636;&#1041629; We been at it for a minute same dreams of bein rich and we... http
//t.co/GAIElrPDIK,' I ain't trippen off you no mo &#1041204;&#9995; I done dropped you &#1043360; Knocked 4owe &#1043359; I could Neva be a foo for a hoe &#1043357;&#1043357; I put... http
//t.co/OP5sTgZX2k,"' I don't like when niggahs be like "" where yo bitch at ? "" Na I'll check you on that idc who you is , mine you... http"
//t.co/OTvw1vlDPY,"' I guess a niggah just believe in ya that's proof for ya , can name a lot of things any other man wont do for ya... http"
//t.co/odtcHpD5G7,"' I know I Know I know . Them streets they fuck with me strong , and them bitches gon fuck just because money... http"
//t.co/ylvtlUZsi0,"' I really don't give a fuck . Once you start that "" You got hoes , you fuck with bitches "" shit I'm deleting yo... http"
//t.co/PlByuQgerG,"' I took the bitch down In the set , yo bitch get around in the set , I dicked the bitch down in the set , yo... http"
//t.co/LWDxrVJceu,' I wouldn't bring my girl around nobody but Leo &#1041204;&#1041204;&#9995; He the only niggah I KNOW that wouldn't mess with any of the... http
//t.co/mKgRljrHcl,"' I'm not gon ever be that niggah that hit 300 likes on every picture , but I get WHOEVER I WANT PERIOD . &#1041204;&#1043323;&#1041196;... http"
//t.co/MEtM60bG15,' Id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch &#1041204;&#1043473;... http
//t.co/lVNDRDPpQT,"' If this ugly ass niggah can be with her , I can too . Tf she with Chuu Baka for anyways this niggah look like a... http"
//t.co/SMsc86mnBc,"' If yo new niggah can't dress better then me , or even close to looking better then me , dnt try to make me... http"
//t.co/hFnSbuPwma,"' Ima young rich niggah Tryna fuck a niggah bitch , My ex a rat the Naybahoods be fuckin on that bitch &#1041204;&#1041204; , I... http"
//t.co/7ufNJ2NJhp,' Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that can't take responsibilities as a... http
//t.co/3NisWlPNeC,' Leo Apolonio Look this niggah did a drive by on the bike http
//t.co/IZA7Lil1Oz,' Ma niggah Alsina be doin his thang . http
//t.co/MxwTT9H4nc,"' Make a niggah buy a ring for ya finger &#1042469; , Jimmies for ya feet &#1043353; Jeans for that back &#1041191; lingerie for the... http"
//t.co/1FN2TegZHh,' Mann these hoes get nothin ! &#1041233; But some dick and instructions ! &#1041204; If she with mee she fucccccckn ! I said I... http
//t.co/VeqZF9IK6Q,"' Niggah said "" my girl off limits thirsty niggahs stay out her inbox "" But the bitch look like Kunta Kintes... http"
//t.co/pc0fcynoFU,"' No FEELINS for a hoe that ain't ma main thang , ma niggahs on the same thang &#1043359; all ma niggahs gangbang ,... http"
//t.co/NhB8omAqkm,"' Said I ain't Neva love no bitcccccch , but these bitches steady lovin on me on me , ayeeee . So what am I... http"
//t.co/i3WOHNQo7S,"' She love it when I talk to her crazy &#1041191;&#1041219; Suck a niggah dick , with a whole lotta spit &#1043291; let it drip &#1043292; Yea catch... http"
//t.co/w13NFgBHSB,' She was mad for like 5 mins got over it and hit him right back up lol she care about that niggah . http
//t.co/R2mhWqc2jT,' Somebody come look at this niggah right here * Kevin Hart Voice * lol http
//t.co/XnTftnwuVD,"' South Central niggahs really don't be lovin these hoes , these hoes don't be lovin these niggahs &#1041233; . We just be... http"
//t.co/KOdyDgPgjA,' That one niggah that grab the AUX cord and start playen weak ass music &#1041204;&#1041204;&#1041204;&#1041204; http
//t.co/bi9rbvjTUn,"' This be me &#1041204;&#1041204;&#1041204; 
Cuh went from "" Its time to settle down "" to "" Where the hoes at ?! "" &#1041204;&#1041204;&#1041204; . http"
//t.co/vxADs6boHa,"' Y'all hoes get turned on for no reason &#1041204;&#1041204; 
Be Like "" owieee he got tats , he bang , wifi with no password &#1041191; My... http"
//t.co/lMgkDuxzY7,"' You tall tree ass females be 6'0 TALKIN bout "" Catching Feelings "" , bitch you need to catch this touchdown... http"
 Jeter hero for Yankees in send-off http,'2' good
//t.co/zLpFZsITOm,"'Damn you, whitey!' You'll get a kick out of the 'newest form of white privilege' http"
 You have to see Wendy Davis' new attack ad [video] http,"'Eff it, let's go after the cripple&#8217;"
//t.co/vltSpK8U4S,"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry http"
//tinyurl.com/dmt397,(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http
 You niggas switch up your opinions like faggots,*Does backflip* THISSSSSSSS!!! RT @Krislisisms
 Chubbs bout to Earl.,*Gigantic RT @Naezus What a big faggot. RT @MIllionDolrBaby
 @iDocLyfe Bruh lol I retired after mw2 because everything was trash afterwards.,*after BO1 RT @TheGodWriter_
 could you not?,*bitch breathes* me
" *goes black friday shopping*

*turns into a nigger*""","*goes to olive garden*
*Turns into a cracker*
""@gIacier"
 Karrenchi still a bird ass bitch,*karate RT @SirAsshole
//t.co/ZJYxCI9Ram,*live ... lol what's wrong with these bitches man http
 Then why u still single? RT @Greek_Oddess yall find the ugliest hoes attractive.,*loud Jamaican horns* &#128226;&#128227;&#128226; RT @KingHorseDick
" bird shut up!!!
*squak*
Alex","*squak squak squak squak*
Me"
 &#8220;@_AListRaivyn,+ 1 RT @RayThaGawd
 10. How many hoes do you REALLY have?,-5 RT @LoveMeDarlingg
//t.co/RXTJwwKfHJ,... lol nah hoes we dealt with it so will y'all &#128128; http
 Fucking niggers that's all Kentucky is and ever will be,...aaaaaaaaand it begins. RT @RileydaKafka
" @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker","...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin"
//t.co/X3Oapfm3e8 #VCCamelRaces,".@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http"
 http,.@AussieGrit loves Austin
 Homeless People Twittering in Amsterdam http,.@Straatvogels [street birds]
//t.co/3OcxPxlYdt,".@TheRevAl Hey you race baiting FBI informant bitch, where's your punk ass speaking for justice on this? http"
" @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that",1) RT @naeluckyass
" 0 trash ass nigga
@07Cannon",1. Pretty close &#8220;@Rosegoldracks
 And its cause of Romo bitch ass Dez &amp; Witten not eating,108 MIL RT @SooMajor
" Don't start ""@bdoulaoblongata","12 was like ""Blocked bitch"" &#8220;@NoBeeetch"
 #Yankees #Braves,1996 and 1999 World Series Rematch
//t.co/qc5IF6G4fG,1X - The yellow tower by Gilbert Claes http
//t.co/VcsNP9ejV9,2 adult human skulls found in trash http
 I am really glad there haven't been any yellows. But why haven't there been any yellows??,22 talented drivers RT @garrisonstudio
//t.co/GoyZfOU46I,24_rozay_idgt mad cuz Twan fuck his bitch&#128514; http
"28 on the clock.

Michigan some hoes.","35-11.

Touchdown with "
 Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years.,4th RT @MayaAngelouFRO
40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!,5
" Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.
#crazycats http",5am
 come hang out with us!! but not if u fugly. oh and side hoes to the left thnx.,5sos be like
07 AM .. Bout to match up wit dis nicca #DonnyDinero,6
15 needs to hurry up . It's chilly in this bitch,7
//t.co/z2Wko9Ripz,"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http"
//t.co/DTLlzlXmPF,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http
//t.co/VIWMjjJxOT,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http
//t.co/1nkNfZqBo9,"93 feature car

1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http"
//t.co/CwC2LWCV3T http,99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; http
") ""@PeterDavidsonII",
"/ well that sucks that Kobe is out now... he's still filthy, you can hate him all u want but if you dont have respect for him, ur retarded",
 All good pussy comes with a price tag,===&gt; RT @kylegotjokes
 This bitch wants to be included so fuckin baldly bruh!!!!&#8221;,@ me tho &#8220;@_Mashphatrabbit
26 I also will laugh at your calamity; I will mock when your fear cometh;,@1Corinthians126 #BooksOfGodWidom Proverbs 1
7 blessings #Jesus,@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3
19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating,@1Corinthians126 #Jesus Genesis 2
" Snapchat got hacked, all of you hoes about to have some explaining to do http",@Adogg_34 RT @jb_barker10
),"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween "
),@AmosPOrr Congrats Amos! 
 These hoes ain't loyal @Bjames055,@AudelDavid_24 RT @ElleSzczepanski
-D Dick and pussy is too precious to give up and be ruined by some bullshit that was done to me.,"@BLHolla Me, too! "
-),@BarbieNixon a moment of silence for the bitch who changes her name everyday ..
//t.co/rUYeOnusSt,"@BarnabyEdwards @Bsilverstrim77 ""Dear Daily Mail, you misogynist pile of twats!"" https"
//t.co/0g1J8Bibpl,@BitchsLoveMosa do these bitches really love Mosa though #MosaGang http
 cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.,@BlackManUSA @texasdivepro Historical point
//t.co/lDXNpohLyD,"@Blackman38Tide Ha bitch, I'm pickin' up beach babes left n right on the West Coast http"
 yellow Ledbetter&gt;,@Bombfantasyyy pearl jam
(,@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners 
//t.co/ZJDLwiAjEo,@Buckm00se @LEXXX_RUGER @ivanrabago_ the kikes want to charge you &#128175; dollaz for the complete version http
),@CatholicMomVA @Neal_Dewing that would cripple our military 
//t.co/DRGBekvzun,@CheckMyLingo_ @Kingpin_Terror ima get this so every time I throw trash away its where it really belongs http
wow,@Chefboyrnach Vegeta a super hoe then. But he did snack Goni up something fierce during Buu saga 
//t.co/GrHTDie9dz,@Coley_Cee my bad bitch ayeee http
//t.co/hInvxbUp31,@DP4_6 bitch yu not safe! http
( see I'm going all ghetto talk. Wtf!,@D_Palomino52 you a poop. 
//t.co/OcsuDvN5hy,@DiggzTBLB ; bitch.. What? http
 Shirt off ( we'll take the yellow) and 2,"@EASPORTSFIFA next update, would be AMAZIN if two celebrations were added. 1"
//t.co/NaadECTQAk,@EaglesandHeat @Bpfillherup @SoleUniv nigga you done bumped yo head. Li nings fire but Kobe 9 Elite golds are trash!? http
//t.co/LG83fwLdwp,@Eric_Mariners @chief_peters @LEXXX_RUGER @MANIAC3X @Rodriguez5_ this hoe wasn't loyal http
),@Frankiee_559 dont be a bitch man up lol 
"( I hope you can survive another 10 years, you silly Jigga boo monkey",@GeneTNBARockBox Says the old man 
Thursdays with Jinxy broadcast from the moon it's made of chunky blue cheese you know,@GregHillWAAF New show
00 c burg mall bitch,@GrizzboAdams ight nigga tonight at 9
hoe haal ik m'n ID?,@GroteSmurf0 @illMartino @SvensTweet @KangUcup3 goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk
//t.co/lTSsn34IFJ,@Gutta_DaDon I never really rocked with the white sole. I feel ya bro. But these!!? My favorite Foam of all time. http
//t.co/KQrMhSzmpj,@HaLaWa0402 not as sick as you muzzie trash @JewJitsuGrl @JoeDouglas1 @Darknight420 @blackorchidm16 http
" Hoe lichter van kleur, hoe beter het morele kompas werkt. Ik ben kleurenblind ;~)","@Harry_Dillema @SvensTweet @wltrrr vraag t Sven,hij denkt"
dit nooit meer!LozeWoorden.PuntjeBijPaaltje vertonen z dierngedrag,@HaseenaBakhtali @steen020 @madraq Altyd zo geweest hoe vaak men ook zegt
"3 Can two walk together, unless they are agreed? #DifferentLevels",@HobsonDarlene #BlessJesus Amos 3
